Character,Type,Content
Narration,Narrative,
Narration,Narrative,stops just millimeters from Woody's nose.
Narration,Narrative,
Narration,Narrative,"Petrified, Woody inches away from the tire, moving back"
Narration,Narrative,under the truck until he bumps into Buzz.
Narration,Narrative,
Narration,Narrative,(into wrist communicator)
Narration,Narrative,"According to my nava-computer, the --"
Narration,Narrative,
Narration,Narrative,(whispering)
Narration,Narrative,"Shut up!  Just shut up, you idiot!!"
Narration,Narrative,
Narration,Narrative,"Sheriff, this is no time to panic."
Narration,Narrative,
Narration,Narrative,This is the perfect time to panic!
Narration,Narrative,"I'm lost, Andy is gone, they're"
Narration,Narrative,going to move from their house in
Narration,Narrative,two days and it's all your fault!!
Narration,Narrative,
Narration,Narrative,My fault?!  If you hadn't pushed me
Narration,Narrative,out of the window in the first
Narration,Narrative,place --
Narration,Narrative,
Narration,Narrative,"Oh, yeah?  Well, if YOU hadn't"
Narration,Narrative,shown up in your stupid little
Narration,Narrative,cardboard spaceship and taken away
Narration,Narrative,everything that was important to
Narration,Narrative,me --
Narration,Narrative,
Narration,Narrative,Don't talk to me about importance.
Narration,Narrative,Because of YOU the security of this
Narration,Narrative,entire universe is in jeopardy.
Narration,Narrative,
Narration,Narrative,(incredulous)
Narration,Narrative,WHAT?!!  What are you talking about?!
Narration,Narrative,
Narration,Narrative,Buzz walk to the edge of the truck tire and points up to the
Narration,Narrative,stars.
Narration,Narrative,
Narration,Narrative,"Right now, poised at the edge of"
Narration,Narrative,"the galaxy, Emperor Zurg has been"
Narration,Narrative,secretly building a weapon with the
Narration,Narrative,destructive capacity to annihilate
Narration,Narrative,an entire planet.  I alone have
Narration,Narrative,information that reveals this
Narration,Narrative,weapon's only weakness.
Narration,Narrative,(pointing at Woody)
Narration,Narrative,"And you, my friend, are responsible"
Narration,Narrative,for delaying my rendez-vous with
Narration,Narrative,Star Command.
Narration,Narrative,
Narration,Narrative,Woody explodes.
Narration,Narrative,
Narration,Narrative,YOU ARE A TOY!!!  You aren't the
Narration,Narrative,"real Buzz Lightyear, you're an"
Narration,Narrative,action figure!!  You are a child's
Narration,Narrative,plaything!!!
Narration,Narrative,
Narration,Narrative,Beat.
Narration,Narrative,
Narration,Narrative,You are a sad strange little man
Narration,Narrative,and you have my pity.  Farewell.
Narration,Narrative,
Narration,Narrative,Buzz walks off.
Narration,Narrative,
Narration,Narrative,"Oh, yeah?  Well, good riddance, ya"
Narration,Narrative,looney!
Narration,Narrative,
Narration,Narrative,Woody walks away in the opposite direction.
Narration,Narrative,
Narration,Narrative,(to himself)
Narration,Narrative,Rendez-vous with Star Command.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Hey, Gas Dude!"
Narration,Narrative,
Narration,Narrative,You talkin' to me?
Narration,Narrative,
Narration,Narrative,"Yeah, man, can you help me?  Do you"
Narration,Narrative,know where Cutting Blvd. is?
Narration,Narrative,
Narration,Narrative,Just a moment...
Narration,Narrative,
Narration,Narrative,Woody looks in the direction of the bell.  His face lights
Narration,Narrative,up at the sight of...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(to himself)
Narration,Narrative,Pizza Planet...Andy!
Narration,Narrative,
Narration,Narrative,Woody takes a step forward and then stops.
Narration,Narrative,
Narration,Narrative,"Oh, no!  I can't show my face in"
Narration,Narrative,that room without Buzz.
Narration,Narrative,
Narration,Narrative,Woody runs back under the tanker truck.  Buzz is at the far
Narration,Narrative,"end of the truck, walking away from Woody."
Narration,Narrative,
Narration,Narrative,"Buzz!  Buzz, come back!"
Narration,Narrative,
Narration,Narrative,(continuing to walk away)
Narration,Narrative,Go away.
Narration,Narrative,
Narration,Narrative,Woody looks back at the delivery truck in desperation and
Narration,Narrative,then eyes...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Atop the truck is a rocket with the Pizza Planet logo.
Narration,Narrative,
Narration,Narrative,"No, Buzz, you've gotta come back."
Narration,Narrative,I found a spaceship!
Narration,Narrative,
Narration,Narrative,Buzz stops walking away and looks back at Woody.
Narration,Narrative,
Narration,Narrative,"It's a spaceship, Buzz!"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The delivery truck's engine has stalled and is off.
Narration,Narrative,
Narration,Narrative,"C'mon, man, hurry up.  Um, like the"
Narration,Narrative,pizza's are getting cold here.
Narration,Narrative,
Narration,Narrative,Woody and Buzz eye the parked delivery truck from within the
Narration,Narrative,safety of a nearby oilcan display.
Narration,Narrative,
Narration,Narrative,Now you're sure this spacefreighter
Narration,Narrative,will return to its port of origin
Narration,Narrative,once it jettisons its food supply?
Narration,Narrative,
Narration,Narrative,"Uh-huh.  And when we get there,"
Narration,Narrative,we'll be able to find a way to
Narration,Narrative,transport you...home.
Narration,Narrative,
Narration,Narrative,"Well, then let's climb abroad."
Narration,Narrative,
Narration,Narrative,Buzz makes a beeline for the passenger side door of the
Narration,Narrative,pizza truck.  Woody chases after him.
Narration,Narrative,
Narration,Narrative,"No, no, no, wait, Buzz, Buzz, let's"
Narration,Narrative,get in the back.  No one will see
Narration,Narrative,us there.
Narration,Narrative,
Narration,Narrative,Negative.  There are no restraining
Narration,Narrative,harnesses in the cargo area.  We'll
Narration,Narrative,be much safer in the cockpit.
Narration,Narrative,
Narration,Narrative,"In a flash, Buzz has scaled the front tire, grabbed the rear"
Narration,Narrative,"view mirror, and swung himself up and into the cab."
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,"Yeah, but, Buzz!  Buzz!"
Narration,Narrative,
Narration,Narrative,"Ok, so that's two lefts, and then a"
Narration,Narrative,"right, huh?"
Narration,Narrative,
Narration,Narrative,Yeah.
Narration,Narrative,
Narration,Narrative,"Okay, thanks for the directions."
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Woody runs around to the back of the truck, scrambles up the"
Narration,Narrative,bumper and throws open the back hatch to climb inside.
Narration,Narrative,
Narration,Narrative,"Woody lets out a YELL, as the back hatch slams back down on"
Narration,Narrative,"his rear, sending him flying into the bed of the truck."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody peeks through the dividing window into the cab.
Narration,Narrative,
Narration,Narrative,Buzz is hidden from THE PIZZA DRIVER's view by a stack of
Narration,Narrative,pizzas in their insulated covers.  Buzz prudently fastens
Narration,Narrative,his safety belt.
Narration,Narrative,
Narration,Narrative,It'll be safer in the cockpit than
Narration,Narrative,the cargo bay.  What an idiot!
Narration,Narrative,
Narration,Narrative,"The driver shifts into gear and hits the gas, propelling"
Narration,Narrative,Woody to the back of the truck.
Narration,Narrative,
Narration,Narrative,"The pizza deliverer drives like a maniac, taking sharp turns"
Narration,Narrative,and hills at high speeds.  Woody is helplessly thrown around
Narration,Narrative,"the truck.  With every blow, Woody YELPS in pain."
Narration,Narrative,
Narration,Narrative,The truck climbs a steep hill.  Woody looks up just in time
Narration,Narrative,to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,barreling towards him.
Narration,Narrative,
Narration,Narrative,
CUT TO,Dialogue,
Narration,Narrative,
Narration,Narrative,We MOVE DOWN to reveal...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The delivery truck barrels into the parking lot and parks.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"After the driver leaves the truck, Buzz peeks out from the"
Narration,Narrative,passenger window.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Two imposing animatronic robots guard the doorway.  As
Narration,Narrative,"CUSTOMERS approach the front, the guards part their crossed"
Narration,Narrative,"""pizza spears,"" allowing the patrons to enter."
Narration,Narrative,
Narration,Narrative,You are clear to enter.  Welcome to
Narration,Narrative,Pizza Planet.
Narration,Narrative,
Narration,Narrative,VARIOUS ANNOUNCEMENTS blare out from speakers:
Narration,Narrative,
Narration,Narrative,Next shuttle lift-off scheduled for
Narration,Narrative,T-minus 30 minutes and counting...
Narration,Narrative,
Narration,Narrative,The white zone is for eating pizza
Narration,Narrative,only.  The white zone is for...
Narration,Narrative,
Narration,Narrative,"Excited, Buzz pries open the window between the cab and"
Narration,Narrative,truck bed.
Narration,Narrative,
Narration,Narrative,Sheriff!
Narration,Narrative,
Narration,Narrative,Woody is gone.  Just the toolbox and strewn trash.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Sheriff?
Narration,Narrative,
Narration,Narrative,The toolbox falls on its side revealing Woody.  He peels off
Narration,Narrative,the back of the truck and falls into a pile of trash.
Narration,Narrative,
Narration,Narrative,There you are.  Now the entrance is
Narration,Narrative,heavily guarded.  We need a way to
Narration,Narrative,get inside.
Narration,Narrative,
Narration,Narrative,"Woody rises from the trash with a ""MEGA-GULP"" cup on his head."
Narration,Narrative,
Narration,Narrative,"Great idea, Woody!  I like your"
Narration,Narrative,thinking!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,In the f.g. sits a trashcan with fast food containers
Narration,Narrative,"littered around it.  MORE CUSTOMERS approach the ""guarded"""
Narration,Narrative,entrance.
Narration,Narrative,
Narration,Narrative,You are clear to enter.  Welcome to
Narration,Narrative,Pizza Planet.
Narration,Narrative,
Narration,Narrative,The front doors automatically swing open as the people pass
Narration,Narrative,through.  Suddenly two pieces of trash -- a burger container
Narration,Narrative,"and ""MEGA-GULP"" cup stand up."
Narration,Narrative,
Narration,Narrative,(in burger container)
Narration,Narrative,
Narration,Narrative,The two disguised toys make a dash through the closing doors.
Narration,Narrative,
Narration,Narrative,(in container)
Narration,Narrative,"Quickly, Sheriff!  The airlock is"
Narration,Narrative,closing.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody and Buzz just make it inside but then freeze
Narration,Narrative,"immediately as a GROUP OF KIDS run past, forcing the toys to"
Narration,Narrative,pose as discarded trash.
Narration,Narrative,
Narration,Narrative,"Once the coast is clear, Woody and Buzz resume walking."
Narration,Narrative,Buzz bumps into Woody.
Narration,Narrative,
Narration,Narrative,(using straw as periscope)
Narration,Narrative,Ow!  Watch where you're going!
Narration,Narrative,
Narration,Narrative,(mouthing with burger box)
Narration,Narrative,Sorry.
Narration,Narrative,
Narration,Narrative,They sneak in between two long rows of video games and throw
Narration,Narrative,off their disguises.  They then take a good look at...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The space-themed arena is filled with hordes of children
Narration,Narrative,playing video games.  A sea of HI-TECH SOUNDS and lights
Narration,Narrative,overwhelm the place.
Narration,Narrative,
Narration,Narrative,Buzz is beaming with hope.
Narration,Narrative,
Narration,Narrative,"What a space port.  Good work, Woody."
Narration,Narrative,
Narration,Narrative,"Woody is busy looking at all the children in the arcade, but"
Narration,Narrative,none of the kids look familiar to him.  Just then he HEARS...
Narration,Narrative,
Narration,Narrative,"Mom, can I play Black Hole?"
Narration,Narrative,"Please, please, please?!"
Narration,Narrative,
Narration,Narrative,Woody turns around and through the video games he spots...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,standing with Mom and Molly in her stroller.
Narration,Narrative,
Narration,Narrative,(to himself)
Narration,Narrative,Andy!
Narration,Narrative,
Narration,Narrative,What's Black Hole?
Narration,Narrative,
Narration,Narrative,"Oh, it's so cool..."
Narration,Narrative,
Narration,Narrative,The family begins to walk away.
Narration,Narrative,
Narration,Narrative,Now we need to find a ship that's
Narration,Narrative,headed for Sector 12 --
Narration,Narrative,
Narration,Narrative,Buzz is about to head off in the opposite direction when
Narration,Narrative,Woody grabs him and quickly pulls him down the video corridor.
Narration,Narrative,
Narration,Narrative,Wait a minute!  No Buzz!  This way!
Narration,Narrative,There's a special ship.  I just saw
Narration,Narrative,it!
Narration,Narrative,
Narration,Narrative,You mean it has hyperdrive?
Narration,Narrative,
Narration,Narrative,"Hyper-active hyperdrive, and"
Narration,Narrative,"astro...uh, turf."
Narration,Narrative,
Narration,Narrative,The toys manage to get ahead of Andy.  Woody peeks around
